fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
267,"THE LION, THE FOX, AND THE STAG","A Lion lay sick in his den, unable to provide himself with food. So he said to his friend the Fox, who came to ask how he did, ""My good friend, I wish you would go to yonder wood and beguile the big Stag, who lives there, to come to my den: I have a fancy to make my dinner off a stag's heart and brains."" The Fox went to the wood and found the Stag and said to him, ""My dear sir, you're in luck. You know the Lion, our King: well, he's at the point of death, and has appointed you his successor to rule over the beasts. I hope you won't forget that I was the first to bring you the good news. And now I must be going back to him; and, if you take my advice, you'll come too and be with him at the last."" The Stag was highly flattered, and followed the Fox to the Lion's den, suspecting nothing. No sooner had he got inside than the Lion sprang upon him, but he misjudged his spring, and the Stag got away with only his ears torn, and returned as fast as he could to the shelter of the wood. The Fox was much mortified, and the Lion, too, was dreadfully disappointed, for he was getting very hungry in spite of his illness. So he begged the Fox to have another try at coaxing the Stag to his den. ""It'll be almost impossible this time,"" said the Fox, ""but I'll try""; and off he went to the wood a second time, and found the Stag resting and trying to recover from his fright. As soon as he saw the Fox he cried, ""You scoundrel, what do you mean by trying to lure me to my death like that? Take yourself off, or I'll do you to death with my horns."" But the Fox was entirely shameless. ""What a coward you were,"" said he; ""surely you didn't think the Lion meant any harm? Why, he was only going to whisper some royal secrets into your ear when you went off like a scared rabbit. You have rather disgusted him, and I'm not sure he won't make the wolf King instead, unless you come back at once and show you've got some spirit. I promise you he won't hurt you, and I will be your faithful servant."" The Stag was foolish enough to be persuaded to return, and this time the Lion made no mistake, but overpowered him, and feasted right royally upon his carcase. The Fox, meanwhile, watched his chance and, when the Lion wasn't looking, filched away the brains to reward him for his trouble. Presently the Lion began searching for them, of course without success: and the Fox, who was watching him, said, ""I don't think it's much use your looking for the brains: a creature who twice walked into a Lion's den can't have got any.""",,0.32113096,0.31140742,0.29949674,0.27227318,0.3000031,0.30832544,0.31421834,0.27132273,0.3127811,0.30545047,care.virtue,0.32113096
268,THE MAN WHO LOST HIS SPADE,"A Man was engaged in digging over his vineyard, and one day on coming to work he missed his Spade. Thinking it may have been stolen by one of his labourers, he questioned them closely, but they one and all denied any knowledge of it. He was not convinced by their denials, and insisted that they should all go to the town and take oath in a temple that they were not guilty of the theft. This was because he had no great opinion of the simple country deities, but thought that the thief would not pass undetected by the shrewder gods of the town. When they got inside the gates the first thing they heard was the town crier proclaiming a reward for information about a thief who had stolen something from the city temple. ""Well,"" said the Man to himself, ""it strikes me I had better go back home again. If these town gods can't detect the thieves who steal from their own temples, it's scarcely likely they can tell me who stole my Spade.""",,0.32777652,0.30631876,0.33047044,0.32243085,0.3449631,0.3553484,0.35264936,0.33536658,0.38581595,0.29508862,sanctity.virtue,0.38581595
269,THE PARTRIDGE AND THE FOWLER,"A Fowler caught a Partridge in his nets, and was just about to wring its neck when it made a piteous appeal to him to spare its life and said, ""Do not kill me, but let me live and I will repay you for your kindness by decoying other partridges into your nets."" ""No,"" said the Fowler, ""I will not spare you. I was going to kill you anyhow, and after that treacherous speech you thoroughly deserve your fate.""",,0.42757025,0.3774504,0.376464,0.32320398,0.34926888,0.3610208,0.3766474,0.31656614,0.38305846,0.37729707,care.virtue,0.42757025
270,THE RUNAWAY SLAVE,"A Slave, being discontented with his lot, ran away from his master. He was soon missed by the latter, who lost no time in mounting his horse and setting out in pursuit of the fugitive. He presently came up with him, and the Slave, in the hope of avoiding capture, slipped into a treadmill and hid himself there. ""Aha,"" said his master, ""that's the very place for you, my man!""",,0.25283977,0.29835728,0.23129849,0.33873796,0.31809404,0.38606846,0.3862899,0.31355184,0.29577187,0.30504635,authority.virtue,0.3862899
271,THE HUNTER AND THE WOODMAN,"A Hunter was searching in the forest for the tracks of a lion, and, catching sight presently of a Woodman engaged in felling a tree, he went up to him and asked him if he had noticed a lion's footprints anywhere about, or if he knew where his den was. The Woodman answered, ""If you will come with me, I will show you the lion himself."" The Hunter turned pale with fear, and his teeth chattered as he replied, ""Oh, I'm not looking for the lion, thanks, but only for his tracks.""",,0.3246306,0.24092807,0.29589722,0.16061895,0.22998506,0.2208719,0.27069098,0.16766204,0.2879266,0.17204405,care.virtue,0.3246306
272,THE SERPENT AND THE EAGLE,"An Eagle swooped down upon a Serpent and seized it in his talons with the intention of carrying it off and devouring it. But the Serpent was too quick for him and had its coils round him in a moment; and then there ensued a life-and-death struggle between the two. A countryman, who was a witness of the encounter, came to the assistance of the Eagle, and succeeded in freeing him from the Serpent and enabling him to escape. In revenge the Serpent spat some of his poison into the man's drinking-horn. Heated with his exertions, the man was about to slake his thirst with a draught from the horn, when the Eagle knocked it out of his hand, and spilled its contents upon the ground. One good turn deserves another.",,0.355866,0.31478465,0.29497424,0.3025893,0.31452358,0.33576825,0.33864763,0.30280358,0.32440647,0.3480061,care.virtue,0.355866
273,THE ROGUE AND THE ORACLE,"A Rogue laid a wager that he would prove the Oracle at Delphi to be untrustworthy by procuring from it a false reply to an inquiry by himself. So he went to the temple on the appointed day with a small bird in his hand, which he concealed under the folds of his cloak, and asked whether what he held in his hand were alive or dead. If the Oracle said ""dead,"" he meant to produce the bird alive: if the reply was ""alive,"" he intended to wring its neck and show it to be dead. But the Oracle was one too many for him, for the answer he got was this: ""Stranger, whether the thing that you hold in your hand be alive or dead is a matter that depends entirely on your own will.""",,0.37259975,0.34641886,0.457148,0.43746778,0.37460133,0.45976588,0.44660056,0.45444617,0.44018343,0.39177272,loyalty.vice,0.45976588
274,THE HORSE AND THE ASS,"A Horse, proud of his fine harness, met an Ass on the high-road. As the Ass with his heavy burden moved slowly out of the way to let him pass, the Horse cried out impatiently that he could hardly resist kicking him to make him move faster. The Ass held his peace, but did not forget the other's insolence. Not long afterwards the Horse became broken-winded, and was sold by his owner to a farmer. One day, as he was drawing a dung-cart, he met the Ass again, who in turn derided him and said, ""Aha! you never thought to come to this, did you, you who were so proud! Where are all your gay trappings now?""",,0.4361384,0.4263519,0.41137508,0.4170624,0.46746337,0.4352132,0.48327947,0.4147222,0.43164542,0.4231257,authority.virtue,0.48327947
275,THE DOG CHASING A WOLF,"A Dog was chasing a Wolf, and as he ran he thought what a fine fellow he was, and what strong legs he had, and how quickly they covered the ground. ""Now, there's this Wolf,"" he said to himself, ""what a poor creature he is: he's no match for me, and he knows it and so he runs away."" But the Wolf looked round just then and said, ""Don't you imagine I'm running away from you, my friend: it's your master I'm afraid of.""",,0.14345911,0.15310362,0.14715296,0.17274472,0.16894172,0.19882447,0.19707145,0.17560247,0.15070556,0.16125302,loyalty.vice,0.19882447
276,GRIEF AND HIS DUE,"When Jupiter was assigning the various gods their privileges, it so happened that Grief was not present with the rest: but when all had received their share, he too entered and claimed his due. Jupiter was at a loss to know what to do, for there was nothing left for him. However, at last he decided that to him should belong the tears that are shed for the dead. Thus it is the same with Grief as it is with the other gods. The more devoutly men render to him his due, the more lavish is he of that which he has to bestow. It is not well, therefore, to mourn long for the departed; else Grief, whose sole pleasure is in such mourning, will be quick to send fresh cause for tears.",,0.4809766,0.35239074,0.45354643,0.3070657,0.40491205,0.3759088,0.45518923,0.33878252,0.47700417,0.332302,care.virtue,0.4809766
277,"THE HAWK, THE KITE, AND THE PIGEONS","The Pigeons in a certain dovecote were persecuted by a Kite, who every now and then swooped down and carried off one of their number. So they invited a Hawk into the dovecote to defend them against their enemy. But they soon repented of their folly: for the Hawk killed more of them in a day than the Kite had done in a year.",,0.33607414,0.39871863,0.35308334,0.41260746,0.4082288,0.40137017,0.3996441,0.3499977,0.3997848,0.46495092,sanctity.vice,0.46495092
278,THE WOMAN AND THE FARMER,"A Woman, who had lately lost her husband, used to go every day to his grave and lament her loss. A Farmer, who was engaged in ploughing not far from the spot, set eyes upon the Woman and desired to have her for his wife: so he left his plough and came and sat by her side, and began to shed tears himself. She asked him why he wept; and he replied, ""I have lately lost my wife, who was very dear to me, and tears ease my grief."" ""And I,"" said she, ""have lost my husband."" And so for a while they mourned in silence. Then he said, ""Since you and I are in like case, shall we not do well to marry and live together? I shall take the place of your dead husband, and you, that of my dead wife."" The Woman consented to the plan, which indeed seemed reasonable enough: and they dried their tears. Meanwhile, a thief had come and stolen the oxen which the Farmer had left with his plough. On discovering the theft, he beat his breast and loudly bewailed his loss. When the Woman heard his cries, she came and said, ""Why, are you weeping still?"" To which he replied, ""Yes, and I mean it this time.""",,0.3544212,0.27233225,0.30569407,0.1868551,0.2662069,0.2442389,0.29199773,0.2127508,0.32420006,0.23968914,care.virtue,0.3544212
